cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,idothnii,iinvfee,ivencap,iserfee,isecz,iinscom,iinsund,iinsoth,netgnsln,netgnsre,netgnast,iotnii
"10471","0","302133","1206649","Camp Grove State Bank","Camp Grove","IL","61424","12/31/2014","2/18/2015","SM","26 Main Street","CAMP GROVE BANCORP, INC.","1","0","0","2","1","Marshall","37900","Peoria, IL","1/1/1902","1/1/1934","1/1/2013","Stock","0","0","FED","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","","74","0","0","0","0","0","0","0","0","0","0","74"
"16161","15594","293651","0","Campbell County Bank, Inc.","Herreid","SD","57632","12/31/2014","2/18/2015","NM","110 North Main St.","","2","0","0","2","1","Campbell","","","6/13/1944","6/13/1944","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","http://www.campbellcountybank.com","648","0","0","0","0","513","0","513","0","31","0","104"
"10840","0","424437","0","Campus State Bank","Campus","IL","60920","12/31/2014","2/18/2015","NM","206 Center St","","1","0","0","2","0","Livingston","","","1/1/1899","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","http://www.campustatebank.com","144","0","0","0","0","0","0","0","0","0","0","144"
"21801","14346","708454","3195804","Canon National Bank","Canon City","CO","81212","12/31/2014","2/18/2015","N","816 Royal Gorge Boulevard","CANON BANK CORPORATION","9","0","0","4","0","Fremont","","","10/23/1974","10/23/1974","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","http://www.canonbank.com","1216","57","0","0","0","0","0","0","730","-238","-21","688"
"26450","5824","379470","0","Canton Co-operative Bank","Canton","MA","2021","12/31/2014","2/18/2015","SM","671 Washington Street","","1","0","0","5","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1891","12/5/1985","5/18/2011","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","www.cantoncoopbank.com","275","0","0","60","0","0","0","0","113","0","0","102"
"15285","0","481140","1095021","Canton State Bank","Canton","MO","63435","12/31/2014","2/18/2015","NM","345 Lewis Street","CANTON BANCSHARES, INC.","1","0","0","2","0","Lewis","","","9/27/1935","10/1/1935","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","www.bankcantonstate.com","8","0","0","10","0","0","0","0","0","-9","0","7"
"35547","0","2919423","3247561","Canyon Community Bank, National Association","Tucson","AZ","85704","12/31/2014","2/18/2015","N","7981 North Oracle Road","CANYON BANCORPORATION, INC.","4","0","0","4","0","Pima","46060","Tucson, AZ","10/10/2000","10/10/2000","3/31/2006","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","http://www.canyoncommunity.com","92","0","0","0","0","0","0","0","0","-242","8","326"
"17524","13642","253440","1097285","Capaha Bank, SB","Tamms","IL","62988","12/31/2014","2/18/2015","SB","145 Russell Avenue","TAMMCORP, INC.","6","0","1","2","0","Alexander","16020","Cape Girardeau, MO-IL","11/26/1955","11/26/1955","7/30/2010","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","www.capahabank.com","1447","0","0","287","0","1","0","1","461","0","23","675"
"90203","0","627108","0","Cape Ann Savings Bank","Gloucester","MA","1930","12/31/2014","2/18/2015","SB","109 Main Street","","3","0","0","8","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","4/15/1846","10/22/1985","1/16/2015","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","http://capeannsavingsbank.com","453","0","0","0","0","0","0","0","0","0","0","453"
"28395","1504","106377","0","Cape Bank","Cape May Court H","NJ","8210","12/31/2014","2/18/2015","SB","225 North Main Street","","15","0","0","4","0","Cape May","36140","Ocean City, NJ","1/1/1923","6/21/1948","12/31/2011","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","http://www.capebanknj.com","1876","0","0","3","0","0","0","0","432","-954","-81","2476"
"26517","1456","119779","3444801","Cape Cod Co-operative Bank","Yarmouth Port","MA","2675","12/31/2014","2/18/2015","SB","121 Main Street","COASTAL AFFILIATES, MHC","12","0","0","5","0","Barnstable","12700","Barnstable Town, MA","1/1/1921","1/22/1986","5/7/2007","Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","WWW.MYCAPECODBANK.COM","1991","262","0","95","0","0","0","0","605","-498","0","1527"
"35322","0","2848493","4135209","Capital  Bank, SSB","El Paso","TX","79925","12/31/2014","2/18/2015","SB","8700 Montana","STRATEGIC GROWTH BANK INCORPORATED","4","0","0","4","0","El Paso","21340","El Paso, TX","10/25/1999","10/25/1999","12/9/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Southern","West","www.capitalbankep.com","720","0","0","0","0","0","0","0","542","89","51","38"
"19195","14472","80936","1081378","Capital Bank","Fort Oglethorpe","GA","30742","12/31/2014","2/18/2015","NM","625 Battlefield Parkway","CATOOSA BANCSHARES, INC.","3","0","0","4","1","Catoosa","16860","Chattanooga, TN-GA","8/7/1964","8/7/1964","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","http://www.capitalbank-ga.com","236","89","0","0","0","0","0","0","0","-299","-4","450"
"19401","0","596156","3035227","Capital Bank","Jacinto City","TX","77029","12/31/2014","2/18/2015","NM","10304 East Freeway","JSA FAMILY LIMITED PARTNERSHIP","6","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","4/10/1965","4/10/1965","1/1/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","capitalbanktx.com","668","0","0","0","0","0","0","0","0","0","92","576"
"17640","12273","826255","1123401","Capital Bank","St. Paul","MN","55117","12/31/2014","2/18/2015","NM","1020 Rice Street","FIRST SLEEPY EYE BANCORPORATION, INC.","2","0","0","4","1","Ramsey","33460","Minneapolis-St. Paul-Bloomington, MN-WI","7/30/1956","7/30/1956","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.firstsecuritybank.com","112","0","-4","0","0","0","0","0","0","0","0","116"
"58462","0","3597305","0","Capital Bank","San Juan Capistr","CA","92675","12/31/2014","2/18/2015","SM","31351 Rancho Viejo Rd, # 101","","1","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","3/26/2008","3/26/2008","3/31/2008","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","www.mycapitalbank.com","2004","0","0","271","0","0","0","0","1530","0","0","203"
"35164","15674","2921659","0","Capital Bank and Trust Company","Irvine","CA","92618","12/31/2014","2/18/2015","SA","6455 Irvine Center Drive","","1","0","0","7","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","7/1/2000","7/1/2000","7/21/2011","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","www.americanfunds.com","11942","0","0","0","0","0","0","0","0","0","0","11942"
"58464","0","3595262","0","Capital Bank of New Jersey","Vineland","NJ","8360","12/31/2014","2/18/2015","NM","175 South Main Road","","4","0","0","4","0","Cumberland","47220","Vineland-Bridgeton, NJ","4/23/2007","4/23/2007","4/3/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","www.capitalbanknj.com","670","0","0","17","0","0","0","0","0","12","5","636"
"57495","0","3134399","0","Capital Bank of Texas","Carrizo Springs","TX","78834","12/31/2014","2/18/2015","NM","200 North Fifth Street","","2","0","0","4","0","Dimmit","","","5/9/2003","5/9/2003","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","http://www.capitalbankoftexas.com","268","0","0","0","0","0","0","0","0","0","3","265"
"59049","0","4160667","4160939","Capital Bank, National Association","Coral Gables","FL","33134","12/31/2014","2/18/2015","N","121 Alhambra Plaza, # 1601","CAPITAL BANK FINANCIAL CORP.","169","0","1","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","7/16/2010","7/16/2010","10/11/2012","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","http://www.capitalbank-us.com","14941","4147","0","53","0","37","0","37","4130","-6346","22","12898"
"35278","0","2808602","2808590","Capital Bank, National Association","Rockville","MD","20850","12/31/2014","2/18/2015","N","One Church Street","CAPITAL BANCORP, INC.","4","0","1","4","0","Montgomery","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","12/14/1999","12/14/1999","5/10/2013","Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","http://www.capitalbankmd.com","10994","0","0","0","0","0","0","0","7826","-121","0","3289"
"16803","13715","348551","1055427","Capital City Bank","Topeka","KS","66609","12/31/2014","2/18/2015","NM","3710 Southwest Topeka Blvd.","CAPITAL CITY BANCSHARES, INC.","11","0","0","4","0","Shawnee","45820","Topeka, KS","1/30/1892","6/29/1949","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","www.capcitybank.com","2176","150","0","131","0","1","0","1","480","170","6","1238"
"9622","13205","876634","1085509","Capital City Bank","Tallahassee","FL","32301","12/31/2014","2/18/2015","SM","217 North Monroe Street","CAPITAL CITY BANK GROUP, INC.","69","0","1","9","0","Leon","45220","Tallahassee, FL","6/13/1907","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","www.ccbg.com","19982","3783","0","2","0","311","0","311","3082","-4462","-126","17392"
"33823","13865","2068107","2641621","Capital Community Bank","Provo","UT","84604","12/31/2014","2/18/2015","NM","3280 N. University Avenue","CAPITAL COMMUNITY BANCORPORATION, INC.","4","0","0","4","0","Utah","39340","Provo-Orem, UT","7/29/1993","7/29/1993","6/13/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","http://www.ccbankutah.com","717","0","0","6","0","0","0","0","0","-157","0","868"
"33954","0","2253891","2277860","Capital One Bank (USA), National Association","Glen Allen","VA","23060","12/31/2014","2/18/2015","N","4851 Cox Road","CAPITAL ONE FINANCIAL CORPORATION","1","2","0","3","0","Henrico","40060","Richmond, VA","11/22/1994","11/22/1994","5/1/2012","Stock","0","0","OCC","DIF","Atlanta","WASHINGTON","Richmond","Richmond","Northeastern","Southeast","www.capitalone.com","3002332","0","0","0","0","9129","0","9129","0","0","0","2993203"
"4297","11780","112837","2277860","Capital One, National Association","Mclean","VA","22102","12/31/2014","2/18/2015","N","1680 Capital One Drive","CAPITAL ONE FINANCIAL CORPORATION","876","1","1","9","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","5/22/1933","1/1/1934","11/1/2012","Stock","0","1","OCC","DIF","Atlanta","WASHINGTON","Richmond","Richmond","Northeastern","Southeast","www.capitalone.com","3847428","52196","25","27723","22298","5041","0","5041","47587","-7040","-15911","3715509"
"57562","0","3204993","3589702","Capital Pacific Bank","Portland","OR","97205","12/31/2014","2/18/2015","NM","805 Sw Broadway, Suite 780","CAPITAL PACIFIC BANCORP","1","0","0","4","0","Multnomah","38900","Portland-Vancouver-Hillsboro, OR-WA","8/4/2003","8/4/2003","2/16/2010","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","http://www.capitalpacificbank.com","264","0","0","0","0","0","0","0","0","-2","0","266"
"58507","0","3560783","0","CapitalMark Bank & Trust","Chattanooga","TN","37402","12/31/2014","2/18/2015","SM","801 Broad Street","","4","0","0","4","0","Hamilton","16860","Chattanooga, TN-GA","3/5/2007","3/5/2007","3/5/2007","Stock","0","0","FED","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","http://www.CapitalMark.com","1634","0","0","0","0","0","0","0","0","118","0","1516"
"34074","14016","2339599","2339610","Capitol Bank","Madison","WI","53717","12/31/2014","2/18/2015","NM","710 North High Point Road","CAPITOL BANKSHARES, INC.","14","0","0","4","0","Dane","31540","Madison, WI","10/9/1995","10/9/1995","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","http://www.capitolbank.com","559","0","0","222","0","0","0","0","199","0","0","138"
"33938","0","2243977","2710675","Capitol City Bank & Trust Company","Atlanta","GA","30310","12/31/2014","2/18/2015","NM","562 Lee Street, S.W.","CAPITOL CITY BANCSHARES, INC.","8","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","10/3/1994","10/3/1994","4/2/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","http://www.capitolcitybank-atl.com","371","0","0","0","0","0","0","0","0","-774","12","1133"
"27981","670","968070","0","Capitol Federal Savings Bank","Topeka","KS","66603","12/31/2014","2/18/2015","SA","700 S Kansas Ave","","47","0","1","5","0","Shawnee","45820","Topeka, KS","1/1/1893","9/16/1938","7/21/2011","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","www.capfed.com","16495","0","0","544","0","3142","0","3142","7","319","-52","12535"
"24199","0","285544","0","Capitol National Bank","Lansing","MI","48933","12/31/2014","2/18/2015","N","200 Washington Square North","","3","0","0","4","0","Ingham","29620","Lansing-East Lansing, MI","11/22/1982","11/22/1982","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","http://www.capitolnational.com","348","0","0","0","0","0","0","0","58","-186","0","476"
"58823","0","3715444","0","CapStar Bank","Nashville","TN","37219","12/31/2014","2/18/2015","SM","201 4th Ave North, # 950","","5","0","0","4","0","Davidson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","7/14/2008","7/14/2008","8/1/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","www.capstarbank.com","5952","0","0","42","0","0","0","0","4067","-179","0","2022"
"22769","15607","450034","3681277","Capstone Bank","Tuscaloosa","AL","35401","12/31/2014","2/18/2015","NM","2301 University Boulevard","CAPSTONE BANCSHARES, INC.","8","0","0","4","0","Tuscaloosa","46220","Tuscaloosa, AL","12/15/1978","12/15/1978","3/21/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","http://www.capstonebankal.com","1286","0","0","0","0","0","0","0","381","-60","0","965"
"34733","0","2683014","2682996","Cardinal Bank","Mclean","VA","22102","12/31/2014","2/18/2015","NM","8270 Greensboro Dr Suite 500","CARDINAL FINANCIAL CORPORATION","33","0","1","4","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","6/8/1998","6/8/1998","11/7/2014","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.cardinalbank.com","34660","38","0","0","0","43","0","43","32051","0","4","2524"
"19278","0","732954","0","Carmine State Bank","Carmine","TX","78932","12/31/2014","2/18/2015","NM","235 Centennial Street","","1","0","0","7","0","Fayette","","","7/1/1907","11/4/1964","6/13/2007","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","www.carminestatebank.com","90","0","0","0","0","23","0","23","0","0","0","67"
"58432","0","3486623","0","Carolina Alliance Bank","Spartanburg","SC","29306","12/31/2014","2/18/2015","NM","200 South Church Street","","5","0","1","4","0","Spartanburg","43900","Spartanburg, SC","1/8/2007","1/8/2007","4/4/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","WWW.CAROLINAALLIANCEBANK.COM","6143","18","0","0","0","0","0","0","121","-5","20","5989"
"34348","15549","2516626","2943473","Carolina Bank","Greensboro","NC","27401","12/31/2014","2/18/2015","NM","101 North Spring Street","CAROLINA BANK HOLDINGS, INC.","8","0","0","4","0","Guilford","24660","Greensboro-High Point, NC","11/25/1996","11/25/1996","9/22/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","WWW.CAROLINABANK.COM","8556","18","0","0","0","0","0","0","5410","60","-178","3246"
"16723","0","355120","1076525","Carolina Bank & Trust Co.","Lamar","SC","29069","12/31/2014","2/18/2015","NM","114 South Main Street","FIRST CAROLINA BANCSHARES CORPORATION","16","0","0","4","0","Darlington","22500","Florence, SC","3/3/1936","8/16/1948","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","www.carolinabank.net","-95","185","0","0","0","325","0","325","0","-2020","0","1415"
"58516","0","3551521","4262253","Carolina Premier Bank","Charlotte","NC","28277","12/31/2014","2/18/2015","NM","13024 Ballantyne Corp Pl","PREMARA FINANCIAL, INC.","7","0","1","4","0","Mecklenburg","16740","Charlotte-Concord-Gastonia, NC-SC","8/29/2007","8/29/2007","7/2/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","http://www.carolinapremierbank.com","759","0","0","0","0","0","0","0","293","0","0","466"
"57026","0","2966614","0","Carolina Trust Bank","Lincolnton","NC","28092","12/31/2014","2/18/2015","NM","901 East Main Street","","7","0","0","4","0","Lincoln","16740","Charlotte-Concord-Gastonia, NC-SC","12/8/2000","12/8/2000","10/15/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","http://www.carolinatrust.com","87","0","0","0","0","1","0","1","0","-537","-6","629"
